offset;mae;mse;max_RUL
4,0;2,3344711681934984;8,541538810147191;100,0
8,0;4,956947082373462;33,713079324505074;100,0
12,0;5,6638163868189135;59,545900227759205;100,0
16,0;9,240124860994566;163,72603717931162;100,0
20,0;13,238675857248264;285,05582439487597;100,0
24,0;13,935234938551165;287,10904011825136;100,0
28,0;14,962410088891398;340,7346163309352;100,0
32,0;18,944572510879034;508,07176725972624;100,0
36,0;21,143486234526527;653,6002652838397;100,0
40,0;21,04790269202531;588,8317060151292;100,0
44,0;21,110230014709593;599,4379793950367;100,0
48,0;21,23119985158302;606,5241634982395;100,0
52,0;20,76016279258294;560,3561550913041;100,0
56,0;21,95879849201242;635,0656103925974;100,0
60,0;19,94485730397138;506,05945116434185;100,0
64,0;18,320827812189812;442,47172883852755;100,0
68,0;15,22165194322227;312,85694899738377;100,0
72,0;13,132989503836793;236,66897341584303;100,0
76,0;12,698150934182822;203,50688026083407;100,0
80,0;12,254368261145348;174,28583485354474;100,0
84,0;9,82627844213602;139,97905508653758;100,0
88,0;8,853132709134181;129,57228790522038;100,0
92,0;7,394927455960181;107,01154026439625;100,0
96,0;7,512038346778674;141,4129527861752;100,0
100,0;11,264345070479846;244,12621325794004;100,0
104,0;13,1844846243934;241,72666094999187;100,0
108,0;17,207076093022284;384,2788480351953;100,0
112,0;20,73200364797332;538,7665308022225;100,0
116,0;23,879928138640768;622,6610602116373;100,0
120,0;25,788482474933552;700,637554944095;100,0
124,0;31,949917108396143;1079,881459923852;100,0
128,0;33,23736490034744;1133,5645655943924;100,0
