offset;mae;mse;max_RUL
4,0;3,154685985947854;14,915399548773427;110,0
8,0;4,884080865100375;36,09953979349121;110,0
12,0;5,905577377587692;58,61865501551343;110,0
16,0;7,199879067595839;86,98269948987726;110,0
20,0;9,902268403707174;173,38243661644952;110,0
24,0;10,160169211323678;170,66916364465402;110,0
28,0;11,158948789930992;228,61235470902437;110,0
32,0;15,479720273563213;419,7338087317154;110,0
36,0;18,89123921134984;622,8106789002346;110,0
40,0;19,592868988993636;577,6193822817186;110,0
44,0;20,81635732694486;669,3324140001945;110,0
48,0;20,552555538539345;621,2877282309007;110,0
52,0;21,4392581200376;590,7930800773872;110,0
56,0;24,207641850306743;717,3679887192975;110,0
60,0;21,096360409567133;577,4167999042945;110,0
64,0;20,41741207666408;533,1746642422365;110,0
68,0;16,74421716653107;371,3409079991731;110,0
72,0;14,613473503183837;293,578265519673;110,0
76,0;13,903321292948082;236,95882369717742;110,0
80,0;13,435323334794067;198,8512086763993;110,0
84,0;10,982491314346865;175,4741745888151;110,0
88,0;9,07776063966025;148,17990249093694;110,0
92,0;7,664129168890358;106,66919752659187;110,0
96,0;7,051851189540088;129,8731647544882;110,0
100,0;9,837686202576856;218,24103136075593;110,0
104,0;11,322792596427284;215,2159307900869;110,0
108,0;14,936943986354573;336,85580530217305;110,0
112,0;17,785348648184204;445,9760677060519;110,0
116,0;20,681942350318778;468,77016425302736;110,0
120,0;22,890175110709098;556,5563237087302;110,0
124,0;28,26889904740102;848,8175613351299;110,0
128,0;29,804270711873265;921,8660653216884;110,0
